2019-11-05 10:59:55,2019-11-06 10:59:55
2019-11-05 11:00:00,85
2019-11-05 11:00:05,87
2019-11-05 11:00:20,87
2019-11-05 11:00:25,86
2019-11-05 11:00:35,88
2019-11-05 11:00:40,89
2019-11-05 11:00:50,91
2019-11-05 11:00:55,98
2019-11-05 11:01:00,102
2019-11-05 11:01:05,101
2019-11-05 11:01:10,99
2019-11-05 11:01:15,95
2019-11-05 11:01:20,93
2019-11-05 11:01:25,90
2019-11-05 11:01:30,89
2019-11-05 11:01:36,88
2019-11-05 11:01:41,90
2019-11-05 11:01:56,92
2019-11-05 11:02:01,94
2019-11-05 11:02:06,93
2019-11-05 11:02:11,92
2019-11-05 11:02:26,92
2019-11-05 11:02:31,91
2019-11-05 11:02:36,92
2019-11-05 11:02:41,94
2019-11-05 11:02:46,96
2019-11-05 11:02:56,95
2019-11-05 11:03:01,93
2019-11-05 11:03:06,93
2019-11-05 11:03:11,95
2019-11-05 11:03:16,97
2019-11-05 11:03:21,95
2019-11-05 11:03:26,93
2019-11-05 11:03:31,92
2019-11-05 11:03:36,93
2019-11-05 11:03:51,94
2019-11-05 11:04:01,95
2019-11-05 11:04:16,98
2019-11-05 11:04:21,99
2019-11-05 11:04:26,101
2019-11-05 11:04:31,104
2019-11-05 11:04:36,105
2019-11-05 11:04:41,105
2019-11-05 11:04:46,113
2019-11-05 11:04:51,119
2019-11-05 11:04:56,116
2019-11-05 11:05:01,123
2019-11-05 11:05:06,127
2019-11-05 11:05:11,126
2019-11-05 11:05:16,127
2019-11-05 11:05:21,125
2019-11-05 11:05:26,129
2019-11-05 11:05:31,133
2019-11-05 11:05:36,135
2019-11-05 11:05:46,134
2019-11-05 11:05:51,131
2019-11-05 11:05:56,128
2019-11-05 11:06:01,132
2019-11-05 11:06:06,131
2019-11-05 11:06:11,126
2019-11-05 11:06:16,123
2019-11-05 11:06:21,122
2019-11-05 11:06:26,119
2019-11-05 11:06:31,124
2019-11-05 11:06:36,126
2019-11-05 11:06:41,124
2019-11-05 11:06:46,122
2019-11-05 11:06:51,124
2019-11-05 11:06:56,125
2019-11-05 11:07:01,129
2019-11-05 11:07:16,133
2019-11-05 11:07:21,130
2019-11-05 11:07:26,128
2019-11-05 11:07:31,132
2019-11-05 11:07:36,131
2019-11-05 11:07:41,132
2019-11-05 11:07:46,134
2019-11-05 11:07:51,138
2019-11-05 11:07:56,136
2019-11-05 11:08:01,137
2019-11-05 11:08:06,138
2019-11-05 11:08:11,139
2019-11-05 11:08:16,145
2019-11-05 11:08:21,147
2019-11-05 11:08:26,146
2019-11-05 11:08:31,144
2019-11-05 11:08:36,139
2019-11-05 11:08:41,136
2019-11-05 11:08:46,143
2019-11-05 11:08:51,151
2019-11-05 11:08:56,150
2019-11-05 11:09:01,146
2019-11-05 11:09:06,142
2019-11-05 11:09:11,139
2019-11-05 11:09:16,135
2019-11-05 11:09:21,130
2019-11-05 11:09:26,127
2019-11-05 11:09:31,130
2019-11-05 11:09:36,128
2019-11-05 11:09:41,128
2019-11-05 11:09:46,129
2019-11-05 11:09:51,129
2019-11-05 11:09:56,126
2019-11-05 11:10:01,123
2019-11-05 11:10:06,121
2019-11-05 11:10:11,122
2019-11-05 11:10:21,121
2019-11-05 11:10:26,118
2019-11-05 11:10:41,118
2019-11-05 11:10:46,119
2019-11-05 11:10:51,120
2019-11-05 11:11:01,117
2019-11-05 11:11:06,114
2019-11-05 11:11:11,112
2019-11-05 11:11:16,109
2019-11-05 11:11:21,105
2019-11-05 11:11:26,104
2019-11-05 11:11:31,101
2019-11-05 11:11:36,99
2019-11-05 11:11:41,105
2019-11-05 11:11:51,103
2019-11-05 11:11:56,104
2019-11-05 11:12:01,108
2019-11-05 11:12:06,111
2019-11-05 11:12:11,112
2019-11-05 11:12:21,113
2019-11-05 11:12:26,116
2019-11-05 11:12:31,120
2019-11-05 11:12:36,121
2019-11-05 11:12:41,120
2019-11-05 11:12:46,122
2019-11-05 11:12:51,120
2019-11-05 11:12:56,118
2019-11-05 11:13:01,124
2019-11-05 11:13:06,123
2019-11-05 11:13:11,121
2019-11-05 11:13:16,113
2019-11-05 11:13:21,112
2019-11-05 11:13:26,114
2019-11-05 11:13:31,117
2019-11-05 11:13:36,116
2019-11-05 11:13:41,117
2019-11-05 11:13:46,115
2019-11-05 11:13:56,117
2019-11-05 11:14:01,119
2019-11-05 11:14:06,121
2019-11-05 11:14:11,123
2019-11-05 11:14:16,121
2019-11-05 11:14:21,121
2019-11-05 11:14:26,120
2019-11-05 11:14:31,118
2019-11-05 11:14:36,113
2019-11-05 11:14:41,108
2019-11-05 11:14:56,108
2019-11-05 11:15:06,107
2019-11-05 11:15:11,103
2019-11-05 11:15:16,100
2019-11-05 11:15:21,102
2019-11-05 11:15:26,103
2019-11-05 11:15:31,104
2019-11-05 11:15:36,105
2019-11-05 11:15:41,107
2019-11-05 11:15:46,109
2019-11-05 11:15:51,113
2019-11-05 11:15:56,114
2019-11-05 11:16:01,118
2019-11-05 11:16:06,127
2019-11-05 11:16:11,130
2019-11-05 11:16:16,132
2019-11-05 11:16:21,135
2019-11-05 11:16:26,136
2019-11-05 11:16:31,135
2019-11-05 11:16:36,132
2019-11-05 11:16:41,128
2019-11-05 11:16:47,126
2019-11-05 11:16:52,124
2019-11-05 11:16:57,125
2019-11-05 11:17:12,127
2019-11-05 11:17:17,130
2019-11-05 11:17:22,140
2019-11-05 11:17:27,148
2019-11-05 11:17:32,153
2019-11-05 11:17:37,155
2019-11-05 11:17:42,155
2019-11-05 11:17:47,154
2019-11-05 11:17:52,152
2019-11-05 11:18:02,149
2019-11-05 11:18:07,144
2019-11-05 11:18:12,137
2019-11-05 11:18:17,134
2019-11-05 11:18:22,131
2019-11-05 11:18:27,129
2019-11-05 11:18:32,127
2019-11-05 11:18:37,123
2019-11-05 11:18:42,121
2019-11-05 11:18:47,116
2019-11-05 11:18:52,112
2019-11-05 11:18:57,112
2019-11-05 11:19:02,110
2019-11-05 11:19:07,108
2019-11-05 11:19:17,110
2019-11-05 11:19:22,107
2019-11-05 11:19:27,108
2019-11-05 11:19:37,111
2019-11-05 11:19:42,108
